Step_1;Step_2;Step_3;Step_4;Step_5;Exporter;Product;Allocated_Volume
PRODUCTION-BR-4125803;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;188.06197188245844
PRODUCTION-BR-4126256;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;75.9273191077167
PRODUCTION-BR-3544251;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;1.8440134155462067
PRODUCTION-BR-4100509;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;3.915722400664206
PRODUCTION-BR-4100905;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;1.1801685859495725
PRODUCTION-BR-4101051;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;2.8221422707489774
PRODUCTION-BR-4101705;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;17.243930670246876
PRODUCTION-BR-4103370;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;12.430253910707997
PRODUCTION-BR-4103479;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;6.388303867422685
PRODUCTION-BR-4103909;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;23.404538968097768
PRODUCTION-BR-4105607;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.3939774749562636
PRODUCTION-BR-4106605;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;5.387726153248048
PRODUCTION-BR-4106704;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;3.119429303133557
PRODUCTION-BR-4107108;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;1.744597040099368
PRODUCTION-BR-4107520;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.19049460327555595
PRODUCTION-BR-4108320;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;5.700406688927622
PRODUCTION-BR-4108601;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;25.254966343350226
PRODUCTION-BR-4108809;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;15.517132368332348
PRODUCTION-BR-4112405;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;3.7730117972001955
PRODUCTION-BR-4112751;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;9.541887505992012
PRODUCTION-BR-4112959;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;20.50158080505007
PRODUCTION-BR-4113007;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;4.797802209265917
PRODUCTION-BR-4113734;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;34.99616764721388
PRODUCTION-BR-4114708;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.39766550178735594
PRODUCTION-BR-4115200;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;15.872851054687823
PRODUCTION-BR-4115903;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;1.8760832140774453
PRODUCTION-BR-4116109;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;9.181583319493548
PRODUCTION-BR-4117404;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;8.966715669334251
PRODUCTION-BR-4117503;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;6.691203114550231
PRODUCTION-BR-4118402;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.11641336866839533
PRODUCTION-BR-4118907;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.5772563735622909
PRODUCTION-BR-4121356;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;13.78680638857938
PRODUCTION-BR-4122602;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.24052348898428788
PRODUCTION-BR-4123303;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;2.6457583788271664
PRODUCTION-BR-4123709;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;2.0781229448242473
PRODUCTION-BR-4124608;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;2.733950324788072
PRODUCTION-BR-4124905;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.012186523441870585
PRODUCTION-BR-4126900;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;1.3725873771370027
PRODUCTION-BR-4127403;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;7.131749143953707
PRODUCTION-BR-4128005;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;34.61902681648652
PRODUCTION-BR-4128104;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;1.3238412833695203
PRODUCTION-BR-4128302;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;2.1772186222857735
PRODUCTION-BR-4128625;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.273234683486151
PRODUCTION-BR-4128807;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;0.2477391936538165
PRODUCTION-BR-5002001;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;16.346136660364856
PRODUCTION-BR-5003751;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;11.506643713008332
PRODUCTION-BR-5004304;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;19.281966366907078
PRODUCTION-BR-5006200;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;7.942659655654894
PRODUCTION-BR-5007976;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;4.645149968257223
PRODUCTION-BR-4119905;TRAIN-BR-4119905;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;3143.646405600772
PRODUCTION-BR-4109203;TRAIN-BR-4122404;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;37.32139822215264
PRODUCTION-BR-4111902;TRAIN-BR-4122404;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;184.21459378883034
PRODUCTION-BR-4116000;TRAIN-BR-4122404;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;7.296811831895229
PRODUCTION-BR-4120333;TRAIN-BR-4122404;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;14.360156444563948
PRODUCTION-BR-4122404;TRAIN-BR-4122404;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;No Match;SOYBEAN_CAKE;428.5751157412954
PRODUCTION-BR-4100202;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;0.903522642926231
PRODUCTION-BR-4103156;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;252.47004136624398
PRODUCTION-BR-4104451;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;971.5449904722487
PRODUCTION-BR-4110706;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;1706.7323297948933
PRODUCTION-BR-4114401;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;2657.1310181827707
PRODUCTION-BR-4114906;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;1135.1471261735342
PRODUCTION-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;1240.1888874097845
PRODUCTION-BR-4120150;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;421.29970093017397
PRODUCTION-BR-4125605;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;1502.4290805230469
PRODUCTION-BR-4127858;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;507.3159213369951
PRODUCTION-BR-4128609;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;241.92464137666204
PRODUCTION-BR-4206652;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;170.37855552323214
PRODUCTION-BR-4215075;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;33.30126312499537
PRODUCTION-BR-4305371;PROCESSING-BR-4118204;PORT-BR-4118204;;;COAMO;SOYBEAN_OIL;455.3754120348204
PRODUCTION-BR-4104808;TRAIN-BR-4104808;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;538.4530329984999
PRODUCTION-BR-4106308;TRAIN-BR-4104808;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;276.0553883260446
PRODUCTION-BR-4127957;TRAIN-BR-4104808;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;53.66183420003691
PRODUCTION-BR-4101507;TRAIN-BR-4113700;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;138.9201484151158
PRODUCTION-BR-4102109;TRAIN-BR-4113700;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;76.4074699954426
PRODUCTION-BR-4103701;TRAIN-BR-4113700;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;243.76522859435573
PRODUCTION-BR-4113700;TRAIN-BR-4113700;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;334.3194387504123
PRODUCTION-BR-4119657;TRAIN-BR-4113700;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;62.13443514999202
PRODUCTION-BR-4120333;TRAIN-BR-4113700;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;45.175849394116184
PRODUCTION-BR-4122701;TRAIN-BR-4113700;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;68.22522844386798
PRODUCTION-BR-4126678;TRAIN-BR-4113700;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;100.95698473410816
PRODUCTION-BR-4101150;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;126.22776997156527
PRODUCTION-BR-4101408;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;335.8028810641432
PRODUCTION-BR-4102109;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;243.5718715264559
PRODUCTION-BR-4102505;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;261.0947353340633
PRODUCTION-BR-4103206;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;110.44183643887374
PRODUCTION-BR-4103305;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;183.09465532866253
PRODUCTION-BR-4103503;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;111.23070669915143
PRODUCTION-BR-4103800;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;124.64150112387179
PRODUCTION-BR-4105904;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;36.910599853856795
PRODUCTION-BR-4106555;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;69.93228253272314
PRODUCTION-BR-4107504;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;672.3946323885639
PRODUCTION-BR-4107702;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;297.9115235894006
PRODUCTION-BR-4108106;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;68.01767309021139
PRODUCTION-BR-4108551;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;89.07411279427156
PRODUCTION-BR-4110003;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;170.7499017962093
PRODUCTION-BR-4111100;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;318.11513057964703
PRODUCTION-BR-4111506;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;309.02819801396214
PRODUCTION-BR-4112108;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;69.59114944719765
PRODUCTION-BR-4112504;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;180.63849711287912
PRODUCTION-BR-4113106;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;205.1062676721941
PRODUCTION-BR-4113429;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;6.863957576177861
PRODUCTION-BR-4113601;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;108.53575532350011
PRODUCTION-BR-4113759;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;79.47548060029841
PRODUCTION-BR-4114203;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;129.3832510126759
PRODUCTION-BR-4115507;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;71.29681487482505
PRODUCTION-BR-4116307;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;107.57631852045972
PRODUCTION-BR-4116406;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;29.34597368232931
PRODUCTION-BR-4116703;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;331.72057127880475
PRODUCTION-BR-4117297;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;67.37378439128204
PRODUCTION-BR-4118808;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;528.2957528990325
PRODUCTION-BR-4121109;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;408.3363033739981
PRODUCTION-BR-4122107;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;108.56560446848361
PRODUCTION-BR-4123402;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;148.78093108836848
PRODUCTION-BR-4125001;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;285.61367585620707
PRODUCTION-BR-4125803;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;267.10720596644984
PRODUCTION-BR-4126256;TRAIN-BR-4114807;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;107.84069666174197
PRODUCTION-BR-3544251;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;2.6190795845693264
PRODUCTION-BR-4100509;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;5.561558561320257
PRODUCTION-BR-4100905;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;1.676210934124369
PRODUCTION-BR-4101051;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;4.00833049464523
PRODUCTION-BR-4101705;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;24.491810306485686
PRODUCTION-BR-4103370;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;17.65487386050558
PRODUCTION-BR-4103479;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;9.073402665151475
PRODUCTION-BR-4103909;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;33.24181357945556
PRODUCTION-BR-4105607;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;0.5595720468945076
PRODUCTION-BR-4106605;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;7.652267307959076
PRODUCTION-BR-4106704;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;4.4305716728879725
PRODUCTION-BR-4107108;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;2.4778770330534154
PRODUCTION-BR-4107520;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;0.270562308388553
PRODUCTION-BR-4108320;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;8.0963721070817
PRODUCTION-BR-4108601;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;35.87000300605817
PRODUCTION-BR-4108809;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;22.03921308507464
PRODUCTION-BR-4112405;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;5.358864576079675
PRODUCTION-BR-4112751;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;13.55248424686669
PRODUCTION-BR-4112959;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;29.11869907519094
PRODUCTION-BR-4113007;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;6.814389586947724
PRODUCTION-BR-4113734;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;49.70557559410918
PRODUCTION-BR-4114708;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;0.5648102060636461
PRODUCTION-BR-4115200;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;22.544445607478753
PRODUCTION-BR-4115903;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;2.6646287947357497
PRODUCTION-BR-4116109;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;13.040738870646926
PRODUCTION-BR-4117404;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;12.73555916253189
PRODUCTION-BR-4117503;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;9.503614955173344
PRODUCTION-BR-4118402;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;0.16534363290411574
PRODUCTION-BR-4118907;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;0.8198857829956153
PRODUCTION-BR-4121356;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;19.58160545054528
PRODUCTION-BR-4122602;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;0.34161907624817306
PRODUCTION-BR-4123303;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;3.757809838729903
PRODUCTION-BR-4123709;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;2.951588818784215
PRODUCTION-BR-4124608;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;3.883070166687567
PRODUCTION-BR-4124905;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;0.017308699863240767
PRODUCTION-BR-4126900;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;1.9495061951229076
PRODUCTION-BR-4127403;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;10.129329010150512
PRODUCTION-BR-4128005;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;49.169916882552045
PRODUCTION-BR-4128104;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;1.8802713956699444
PRODUCTION-BR-4128302;TRAIN-BR-4115200;TRAIN-BR-4118204;PROCESSING-BR-4118204;PORT-BR-4118204;COAMO;SOYBEAN_OIL;3.0923358781984622
